posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
CONTRATACIÓN DE COORDINADOR(A) EDUCATIVO PARA EL SERVICIO EDUCATIVO HOSPITALARIO,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,264.19",21/02/2025,06/03/2025,ac950b25-2933-47ba-9838-664caf952650,2025-02-24 02:34:05.971595
TÉCNICOS DEPORTIVOS,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 336,419.00",21/02/2025,06/03/2025,7e6b72eb-91ac-4b0b-b5c4-05d7d0da8adb,2025-02-24 02:34:05.971595
COORDINADOR DE INNOVACIÓN SOPORTE TECNOLOGICO,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,27,"S/. 161,419.00",21/02/2025,06/03/2025,d2d2ef71-2678-44cc-9adf-ffd199e197ec,2025-02-24 02:34:05.971595
COORDINADOR DE NÚCLEO EDUCATIVO,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,5,"S/. 326,419.00",21/02/2025,06/03/2025,f6f1ce8f-69d3-454f-8718-881d83e4624f,2025-02-24 02:34:05.971595
COORDINADOR(A) ADMINISTRATIVO(A) DE RER.,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,7,"S/. 226,419.00",21/02/2025,06/03/2025,ba65db47-c8d3-490e-bc86-5921e9340239,2025-02-24 02:34:05.971595
COORDINADOR(A) DE RER,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,7,"S/. 476,419.00",21/02/2025,06/03/2025,f4b6ef56-04d1-442e-8979-0abc6f6309a0,2025-02-24 02:34:05.971595
DOCENTE TUTORIAL DE CIENCIA Y TECNOLOGIA,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,5,"S/. 2,764.19",21/02/2025,06/03/2025,366cb88c-9e77-4ef4-8b15-7f2bbdd817a9,2025-02-24 02:34:05.971595
DOCENTE TUTORIAL DE CIENCIAS SOCIALES.,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,5,"S/. 2,764.19",21/02/2025,06/03/2025,12818326-c4d3-4319-ab09-128eacff8f7b,2025-02-24 02:34:05.971595
DOCENTE TUTORIAL DE COMUNICACION.,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,5,"S/. 276,419.00",21/02/2025,06/03/2025,7f125e7c-1e33-4574-a0a5-2dc13c04dcb3,2025-02-24 02:34:05.971595
DOCENTE TUTORIAL DE MATEMATICA.,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,5,"S/. 276,419.00",21/02/2025,06/03/2025,535960d6-712d-4013-8d31-4468f93a13b2,2025-02-24 02:34:05.971595
ESPECIALISTA ADMINISTRATIVO,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,S/. 002.60,21/02/2025,06/03/2025,2efd9239-182b-41df-a6f5-5d8cb2685b6c,2025-02-24 02:34:05.971595
