posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
GESTOR LOCAL,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-051,1,"S/. 2,000.00",24/02/2025,07/03/2025,915719f8-4333-454d-b071-89ac3d615ce1,2025-02-26 02:31:58.265691
GESTORES DE DESARROLLO SOCIAL,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-46,2,"S/. 3,000.00",24/02/2025,07/03/2025,21e86072-7897-4ef0-ab1f-babfeab1f635,2025-02-26 02:31:58.265691
RESPONSABLE DE ESTUDIOS Y PROYECTOS,MUNICIPALIDAD DISTRITAL DE TONGOD,CAJAMARCA - TONGOD,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 2,500.00",21/02/2025,06/03/2025,2e2bb9ee-7693-47f2-a09d-f88f5030ea1f,2025-02-26 02:31:58.265691
RESPONSABLE DEL PROGRAMA VASO DE LECHE,MUNICIPALIDAD DISTRITAL DE TONGOD,CAJAMARCA - TONGOD,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,200.00",21/02/2025,06/03/2025,07910a7c-12f3-444d-a5f4-9bfae2a1cf35,2025-02-26 02:31:58.265691
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL DE LA PROVINCIA DE SAN MIGUEL - UGEL SAN MIGUEL,CAJAMARCA - SAN MIGUEL,276-1,1,"S/. 2,500.00",21/02/2025,06/03/2025,b86b419d-ff2d-493e-aa75-2c2c5d9e0757,2025-02-26 02:31:58.265691
ESPECIALISTA DE ALMACEN,MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA - HUARANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,500.00",21/02/2025,06/03/2025,9c855085-b0fa-425b-8282-53065f62e6ce,2025-02-26 02:31:58.265691
ESPECIALISTA DEMUNA - I,MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA - HUARANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,700.00",21/02/2025,06/03/2025,f7ff75e0-e19e-4334-af20-99e69978b654,2025-02-26 02:31:58.265691
INGENIERO AGRONOMO I,MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA - HUARANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,500.00",21/02/2025,06/03/2025,ce9c9273-bd3e-4db8-8312-10a809c1443d,2025-02-26 02:31:58.265691
JEFE DE LA SUB UNIDAD DE IMAGEN Y RELACIONES PUBLICAS,MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA - HUARANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,500.00",21/02/2025,06/03/2025,67fd8959-9f10-4b47-84e9-53c59c38c806,2025-02-26 02:31:58.265691
JEFE DE LA SUB UNIDAD TECNICA DEL AGUA Y CONSERVACION MUNICIPAL,MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA - HUARANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,700.00",21/02/2025,06/03/2025,ab9de5da-e725-400f-8a7d-5bdd5c7bba2a,2025-02-26 02:31:58.265691
JEFE DE LA SUBUNIDAD DE CATASTRO Y CONTROL URBANO,MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA - HUARANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,700.00",21/02/2025,06/03/2025,86ed0e84-1062-4552-9076-b63e1a711846,2025-02-26 02:31:58.265691
JEFE DE LA SUBUNIDAD DE COMERCIALIZACION Y VIGILANCIA SANITARIA,MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA - HUARANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,700.00",21/02/2025,06/03/2025,3c75cf12-1caa-40f0-a1d9-cff2db8ce470,2025-02-26 02:31:58.265691
JEFE DE LA SUBUNIDAD DE GESTION DEL RIESGO DE DESASTRES,MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA - HUARANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,700.00",21/02/2025,06/03/2025,d2dc1934-5014-415a-a22a-557b3f4bb657,2025-02-26 02:31:58.265691
JEFE DE LA SUBUNIDAD DE SUPERVISIÓN Y LIQUIDACIONES,MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA - HUARANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,700.00",21/02/2025,06/03/2025,a2220656-7eff-4c88-905c-e356f539c435,2025-02-26 02:31:58.265691
