posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
CONTRATAR LOS SERVICIOS DE UN/A (01) ESPECIALISTA TÉCNICO 2 PARA BRINDAR APOYO EN LA UNIDAD REGIONAL AMAZONAS.,PROGRAMA DE COMPENSACIONES PARA LA COMPETITIVIDAD,AMAZONAS - BAGUA GRANDE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 4,000.00",27/02/2025,12/03/2025,5aaafc43-10fe-4cad-91a8-472e7f2ca7f6,2025-02-28 02:33:47.973951
ASISTENTE JURISDICCIONAL,PODER JUDICIAL,AMAZONAS - BAGUA GRANDE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 2,572.00",27/02/2025,12/03/2025,2a1e4a78-b901-47ba-b35d-6165b25b6990,2025-02-28 02:33:47.973951
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,AMAZONAS - BAGUA GRANDE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 2,972.00",27/02/2025,12/03/2025,2dddf5a5-7a1e-4e2a-98dc-698c647a4889,2025-02-28 02:33:47.973951
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,AMAZONAS - BAGUA GRANDE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 2,972.00",27/02/2025,12/03/2025,911eea3c-55a8-4075-901c-c809dba93dd3,2025-02-28 02:33:47.973951
ANALISTA LEGAL,DEFENSORIA DEL PUEBLO,AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 4,035.81",25/02/2025,10/03/2025,ec2d8c5b-1726-406a-9662-7013554633c9,2025-02-28 02:33:47.973951
PROMOTOR(A) DE BIENESTAR,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - ARAMANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 1,664.19",24/02/2025,07/03/2025,96f3ccbe-787d-4011-bebb-68b3e352cf5e,2025-02-28 02:33:47.973951
"PROFESIONAL  EN TECNOLOGÍA  MÉDICA  CON MENCIÓN  EN  TERAPIA FÍSICA,  OCUPACIONAL  O  DE LENGUAJE PARA CEBE.",UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,2,"S/. 2,964.19",24/02/2025,07/03/2025,6e1ef940-25c9-4fda-bf25-8b28ad290bfa,2025-02-28 02:33:47.973951
PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA PARA LOS PROGRAMAS DE INTERVENCIÓN TEMPRANA,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,964.19",24/02/2025,07/03/2025,fcb2d11c-ae04-47a8-a138-f9765f36f9f7,2025-02-28 02:33:47.973951
CONTRATACIÓN DE ESPECIALISTA DE CONVIVENCIA ESCOLAR PARA LA UGEL,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 3,764.00",24/02/2025,07/03/2025,ef2a8b25-b2d2-481b-bb28-5dbadb68ff51,2025-02-28 02:33:47.973951
CONTRATACIÓN DE PROFESIONAL EN PSICOLOGÍA,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 2,764.00",24/02/2025,07/03/2025,e2144011-af15-4fee-ad52-27b849ad1465,2025-02-28 02:33:47.973951
COORDINADOR DE INNOVACIÓN Y SOPORTE TECNÓLOGICO,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,7,"S/. 1,614.19",24/02/2025,07/03/2025,eefad0f5-92e8-46d3-8793-a7de2c5422d3,2025-02-28 02:33:47.973951
COORDINADOR(A) EDUCATIVO PARA EL SERVICIO EDUCATIVO HOSPITALARIO I.,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 3,564.19",24/02/2025,07/03/2025,b894a2e6-4c87-43ef-a837-12b1559dcd7c,2025-02-28 02:33:47.973951
ESPECIALISTA PEDAGÓGICO PARA LA ATENCIÓN EDUCATIVA EN EL SERVICIO EDUCATIVO HOSPITALARIO I.,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 3,264.00",24/02/2025,07/03/2025,9402a5f8-6d3f-4075-ad1f-657695a30eb4,2025-02-28 02:33:47.973951
GESTOR SOCIO FAMILIAR,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,864.19",24/02/2025,07/03/2025,09fc6f95-cae1-4333-b1d8-1c25b97c7ae7,2025-02-28 02:33:47.973951
PERSONAL DE LIMPIEZA Y MANTENIMIENTO,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,289.19",24/02/2025,07/03/2025,157f9d06-efcf-430d-a91b-0b53f397c13a,2025-02-28 02:33:47.973951
PERSONAL DE MANTENIMIENTO,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,3,"S/. 1,414.19",24/02/2025,07/03/2025,d09ba71a-de33-4084-a3b4-495880cf0d3d,2025-02-28 02:33:47.973951
PSICOLOGO,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,8,"S/. 2,764.19",24/02/2025,07/03/2025,062154da-d897-456e-8777-4a8a65ad997d,2025-02-28 02:33:47.973951
PERSONAL DE COCINA,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,289.19",24/02/2025,07/03/2025,c5845fb8-4707-4615-b7d5-5ddd0fa5e2b8,2025-02-28 02:33:47.973951
PERSONAL DE SEGURIDAD,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - ARAMANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 1,289.19",24/02/2025,07/03/2025,b8fa4c6c-4426-42f6-962b-756876d0f623,2025-02-28 02:33:47.973951
GESTOR DE VIDA SALUDABLE,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - ARAMANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,864.19",24/02/2025,07/03/2025,6b9aa124-e3a0-4757-a626-3e458901e4e2,2025-02-28 02:33:47.973951
GESTOR(A) EDUCATIVO(A),UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - ARAMANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 1,664.19",24/02/2025,07/03/2025,b58d89d9-4a31-462e-8b5a-3c9e1db59a33,2025-02-28 02:33:47.973951
COORDINADOR(A) DE RESIDENCIA ESTUDIANTIL,UNIDAD DE GESTION EDUCATIVA BAGUA,AMAZONAS - ARAMANGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,764.19",24/02/2025,07/03/2025,42017215-b9a1-4197-9c8f-27e17607c848,2025-02-28 02:33:47.973951
