posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
NOTIFICADOR,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,300.00",27/02/2025,12/03/2025,4f4dc419-7576-4ab3-99dd-44302b9059d1,2025-03-03 02:35:09.003355
NOTIFICADOR,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",27/02/2025,12/03/2025,f69a70b7-9ac9-4a89-b72d-c4fe5137d2b7,2025-03-03 02:35:09.003355
NOTIFICADOR COACTIVO,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,2,"S/. 1,500.00",27/02/2025,12/03/2025,84818ebe-9e63-40fc-9153-884338a0af45,2025-03-03 02:35:09.003355
NOTIFICADOR TRIBUTARIO,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,6,"S/. 1,500.00",27/02/2025,12/03/2025,91f05763-d679-4ef0-9e3c-5f3712eb8b3f,2025-03-03 02:35:09.003355
PROMOTOR DEL PROGRAMA EDUCCA,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,3,"S/. 1,500.00",27/02/2025,12/03/2025,2186795d-f277-46ee-9ab8-54262e136ca6,2025-03-03 02:35:09.003355
PROMOTOR SOCIAL DEL ÁREA TÉCNICA  MUNICIPAL,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,800.00",27/02/2025,12/03/2025,0ab793e1-8e9b-408c-98ab-80b003ac490c,2025-03-03 02:35:09.003355
PROMOTOR SOCIAL DEL ÁREA TÉCNICA MUNICIPAL,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,800.00",27/02/2025,12/03/2025,5a98849b-64f6-44aa-9bc5-4cbff73e1b77,2025-03-03 02:35:09.003355
RESPONSABLE DE ALMACEN DE PROGRAMAS SOCIALES,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,800.00",27/02/2025,12/03/2025,2d5db348-ea04-4b02-a932-f2371933b56f,2025-03-03 02:35:09.003355
RESPONSABLE DE ALMACEN Y ARCHIVOS,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",27/02/2025,12/03/2025,cde9213f-1941-4be6-a5f3-0018d7fd5607,2025-03-03 02:35:09.003355
RESPONSABLE DEL AREA TECNICA MUNICIPAL,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,300.00",27/02/2025,12/03/2025,66d3e3d5-a951-4c82-b09e-7562d7840ee4,2025-03-03 02:35:09.003355
SECRETARIA,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",27/02/2025,12/03/2025,39c2b5df-4ce7-4c89-8d32-85eddafd3ca4,2025-03-03 02:35:09.003355
SECRETARIA,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",27/02/2025,12/03/2025,2d41239e-d197-4de5-90a7-7be35c075a80,2025-03-03 02:35:09.003355
SECRETARIA ADMINISTRATIVO,MUNICIPALIDAD PROVINCIAL LEONCIO PRADO,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",27/02/2025,12/03/2025,bcd87647-2a15-456a-8465-6319031cba01,2025-03-03 02:35:09.003355
