posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
EJECUTOR COACTIVO,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO - ATU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-88,2,"S/. 10,000.00",21/03/2025,03/04/2025,2eebcc79-275b-4a04-92a7-7b35f55a2db0,2025-03-23 07:55:07.195899
ABOGADO,MINISTERIO PUBLICO-GERENCIA GENERAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-27,1,"S/. 4,264.19",21/03/2025,03/04/2025,bc7eb14a-d18b-474c-a79c-904b585d99c5,2025-03-23 07:55:07.195899
PERSONAL DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,276-32,1,"S/. 2,321.65",21/03/2025,03/04/2025,e745c88c-f6e7-4132-bb2e-4791929dc072,2025-03-23 07:55:07.195899
TRABAJADOR DE SERVICIOS GENERALES - VIGILANCIA,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,3,"S/. 1,300.00",21/03/2025,03/04/2025,40aa7dfd-2b0c-429f-8d88-5003f90019cb,2025-03-23 07:55:07.195899
TECNICO EN ENFERMERIA,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,200.00",21/03/2025,03/04/2025,0c2ea067-5a8f-40d8-92a4-4f045e894a45,2025-03-23 07:55:07.195899
MEDICO ESPECIALISTA,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,4,"S/. 8,000.00",21/03/2025,03/04/2025,1f823bfa-e367-45d5-a6b7-81c4f77577c5,2025-03-23 07:55:07.195899
INGENIERO,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 5,500.00",21/03/2025,03/04/2025,c33cab63-5a6f-41a1-90ae-5ae860a8b698,2025-03-23 07:55:07.195899
ENFERMERA/O,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,700.00",21/03/2025,03/04/2025,a3fa7ba9-19ef-4e4f-b832-07713fa838c9,2025-03-23 07:55:07.195899
ENFERMERA/O,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,700.00",21/03/2025,03/04/2025,72078f6c-c69a-4663-a520-e983e37310d1,2025-03-23 07:55:07.195899
ENFERMERA/O,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 3,500.00",21/03/2025,03/04/2025,31003f9c-2c09-4ab0-a126-c8c59916cffd,2025-03-23 07:55:07.195899
TECNICO EN ENFERMERIA,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 1,800.00",21/03/2025,03/04/2025,851f6bb9-b773-475b-95c2-221856fb0b06,2025-03-23 07:55:07.195899
MEDICO ESPECIALISTA,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 8,000.00",21/03/2025,03/04/2025,2445a47c-139a-4063-9542-becac022da8b,2025-03-23 07:55:07.195899
MEDICO ESPECIALISTA,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 9,000.00",21/03/2025,03/04/2025,689f6744-9fdd-4a44-afbd-485ee36bea86,2025-03-23 07:55:07.195899
MEDICO ESPECIALISTA,HOSPITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 8,000.00",21/03/2025,03/04/2025,690fecfd-47d7-43bc-851c-3900eab86893,2025-03-23 07:55:07.195899
