posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
"RESPONSABLE DE COMERCIO, LICENCIAS Y CONTROL SANITARIO.",MUNICIPALIDAD DISTRITAL AYNA SAN FRANCISCO,AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 3,000.00",20/02/2025,05/03/2025,f2f0a9fe-75e5-4c55-b8bd-66b77caf8e27,2025-02-21 02:23:33.609767
RESPONSABLE DE ALMACEN CENTRAL,MUNICIPALIDAD DISTRITAL AYNA SAN FRANCISCO,AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 1,800.00",20/02/2025,05/03/2025,06979f18-6064-4b19-bd96-790d031e6188,2025-02-21 02:23:33.609767
INSPECTOR DE TRANSITO.,MUNICIPALIDAD DISTRITAL AYNA SAN FRANCISCO,AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 1,800.00",20/02/2025,05/03/2025,09bbfcef-6025-4a66-946e-b8e1be5580aa,2025-02-21 02:23:33.609767
ESPECIALISTA DE GESTION MUNICIPAL DE AGUA Y SANIAMIENTO,MUNICIPALIDAD DISTRITAL AYNA SAN FRANCISCO,AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 3,000.00",20/02/2025,05/03/2025,c6e5cb9b-d274-4ba6-9ebd-3661cc6a5c92,2025-02-21 02:23:33.609767
CONDUCTOR DE VEHICULO.,MUNICIPALIDAD DISTRITAL AYNA SAN FRANCISCO,AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 2,000.00",20/02/2025,05/03/2025,b87a9aec-ce22-4a5f-a0ae-d54100031dae,2025-02-21 02:23:33.609767
RESPONSABLE DE SERENAZGO Y SEGURIDAD CIUDADANA,MUNICIPALIDAD DISTRITAL AYNA SAN FRANCISCO,AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 2,000.00",20/02/2025,05/03/2025,ceb69381-8569-4195-ba88-aac5a05767b8,2025-02-21 02:23:33.609767
RESPONSABLE DE RESIDUOS SOLIDOS,MUNICIPALIDAD DISTRITAL AYNA SAN FRANCISCO,AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 3,000.00",20/02/2025,05/03/2025,eafb6e9d-e0d7-4ea9-8a46-10efad8a71f0,2025-02-21 02:23:33.609767
ESPECIALISTA EN RECURSOS HUMANOS Y CONTROL PATRIMONIAL,SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUAMANGA,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,000.00",19/02/2025,04/03/2025,e9eadf66-02cf-45a5-afb1-b94061048052,2025-02-21 02:23:33.609767
SECRETARIO/A JUDICIAL,PODER JUDICIAL,AYACUCHO - PUQUIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 2,972.00",19/02/2025,04/03/2025,fd1e1107-302b-4ea0-a4dd-c64609f183ab,2025-02-21 02:23:33.609767
JEFE DE LA OFICINA DE PLANEAMIENTO Y PRESUPUESTO,SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUAMANGA,AYACUCHO - AYACUCHO,728-02,1,"S/. 3,051.11",19/02/2025,04/03/2025,eac2fda5-97fd-4046-b5c8-1bfca8327fe4,2025-02-21 02:23:33.609767
DIVISION DE SEGURIDAD CIUDADANA Y SERENAZGO.,MUNICIPALIDAD DISTRITAL DE CARMEN ALTO,AYACUCHO - CARMEN ALTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,200.00",19/02/2025,04/03/2025,d3c201a6-43c4-4803-b5e1-e06ecbde75fe,2025-02-21 02:23:33.609767
