posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
COORDINADOR (A) DE RER,UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - COLQUEPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 4,764.19",24/02/2025,07/03/2025,5d367217-cb46-4f91-89b3-46687b92539c,2025-02-25 02:32:12.668883
PERSONAL DE COCINA,UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - COLQUEPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,2,"S/. 1,414.19",24/02/2025,07/03/2025,d6a1b029-33d2-4644-91d8-7d4b62944a82,2025-02-25 02:32:12.668883
COORDINADOR (A) ADMINISTRATIVO (A) DE RER,UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - PAUCARTAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,264.19",24/02/2025,07/03/2025,83f0e0a2-d4da-447c-a8b4-afe429932af6,2025-02-25 02:32:12.668883
COORDINADOR (A) DE INNOVACIÓN Y SOPORTE TECNOLÓGICO,UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - PAUCARTAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,3,"S/. 1,614.19",24/02/2025,07/03/2025,66b8e6a6-5487-41d0-aac6-9d036b02b423,2025-02-25 02:32:12.668883
ESPECIALISTA EN ABASTECIMIENTOS,UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - PAUCARTAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 3,014.19",24/02/2025,07/03/2025,239b8b53-6348-4f1c-8ee3-efadb17f8919,2025-02-25 02:32:12.668883
GESTORES DE DESARROLLO SOCIAL,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,CUSCO - SAN SEBASTIAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-047,2,"S/. 3,000.00",24/02/2025,07/03/2025,f0edfbcf-e143-4f20-8b46-3c43cabab5c2,2025-02-25 02:32:12.668883
PROFESIONAL NO DOCENTE PARA EL SOPORTE Y ASESORAMIENTO A IE INCLUSIVAS,UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - PAUCARTAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,964.19",24/02/2025,07/03/2025,f5e2c0cd-cbcf-4784-9eab-b9c90c5323ba,2025-02-25 02:32:12.668883
PSICÓLOGO,UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - PAUCARTAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,2,"S/. 2,764.19",24/02/2025,07/03/2025,f2f4e693-cfe8-4b47-8798-edbcd8ce1b44,2025-02-25 02:32:12.668883
SECRETARIA DE ADMINISTRACIÓN,UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - PAUCARTAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,614.19",24/02/2025,07/03/2025,f57171c8-c01d-423e-9ef5-4bd0e61cb4f7,2025-02-25 02:32:12.668883
TECNICO ADMINISTRATIVO EN ESCALAFON,UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - PAUCARTAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,014.19",24/02/2025,07/03/2025,17b8c987-2433-45cc-9970-df805e681315,2025-02-25 02:32:12.668883
"PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA, OCUPACIONAL O DE LENGUAJE PARA CEBE",UNIDAD DE GESTION EDUCATIVA PAUCARTAMBO,CUSCO - PAUCARTAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,964.19",24/02/2025,07/03/2025,13528c35-3fdd-4695-9a91-dee330243253,2025-02-25 02:32:12.668883
ODONTOLOGO/A,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,CUSCO - PICHARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 3,000.00",21/02/2025,06/03/2025,da8c6697-7e35-48bd-8fb7-a570f49fa766,2025-02-25 02:32:12.668883
PSICOLOGO,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,CUSCO - PICHARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 3,000.00",21/02/2025,06/03/2025,1f3f47dd-6856-4bd1-983e-b014fdacde6a,2025-02-25 02:32:12.668883
PERSONAL DE COCINA,UNIDAD DE GESTION EDUCATIVA PARURO,CUSCO - PACCARITAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,2,"S/. 1,414.19",21/02/2025,06/03/2025,d306d3d5-5aff-4622-8f37-d37ab5ebe666,2025-02-25 02:32:12.668883
PERSONAL DE MANTENIMIENTO,UNIDAD DE GESTION EDUCATIVA PARURO,CUSCO - PACCARITAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 1,289.19",21/02/2025,06/03/2025,9cfceccb-837e-4bf4-9db6-0ebe4bd1a550,2025-02-25 02:32:12.668883
ESPECIALISTA EN RECURSOS HUMANOS,UNIDAD DE GESTION EDUCATIVA LOCAL DEL CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 3,264.19",21/02/2025,06/03/2025,a772674e-9e2f-4a79-bc44-a785bb1d1026,2025-02-25 02:32:12.668883
QUÍMICO FARMACÉUTICO,UNIDAD EJECUTORA 410: HOSPITAL DE QUILLABAMBA,CUSCO - SANTA ANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,564.19",21/02/2025,06/03/2025,b480b5fd-7f64-42be-b564-db7db2ed4f94,2025-02-25 02:32:12.668883
TECNICO EN LABORATORIO,UNIDAD EJECUTORA 410: HOSPITAL DE QUILLABAMBA,CUSCO - SANTA ANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,664.19",21/02/2025,06/03/2025,099b7568-f0d6-4f3b-9b84-0a5b5e4abb1e,2025-02-25 02:32:12.668883
TECNICO ADMINISTRATIVO,UNIDAD EJECUTORA 410: HOSPITAL DE QUILLABAMBA,CUSCO - SANTA ANA,276-2,1,"S/. 1,227.00",21/02/2025,06/03/2025,33e2e086-cf58-41c9-a743-5dd96a752e29,2025-02-25 02:32:12.668883
CORDINADOR DE CRFA,UNIDAD DE GESTION EDUCATIVA PARURO,CUSCO - RONDOCAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 3,464.19",21/02/2025,06/03/2025,fb07300b-48e0-420b-a9df-b206a49ebc3a,2025-02-25 02:32:12.668883
RESPONSABLE DE BIENESTAR,UNIDAD DE GESTION EDUCATIVA PARURO,CUSCO - PARURO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,3,"S/. 2,764.19",21/02/2025,06/03/2025,a560db13-2583-4a13-babb-c21fcb094840,2025-02-25 02:32:12.668883
ESPECIALISTA EN SANIDAD VEGETAL I,SERVICIO NACIONAL DE SANIDAD AGRARIA,CUSCO - KIMBIRI,728-6,1,S/. 001.00,20/02/2025,05/03/2025,3509eebe-3839-436e-b6a0-28b8db9faa8a,2025-02-25 02:32:12.668883
ASISTENTE ADMINISTRATIVO DE LA SUB GERENCIA DE DESARROLLO SOCIAL,MUNICIPALIDAD DISTRITAL DE VELILLE,CUSCO - VELILLE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,000.00",20/02/2025,05/03/2025,eaae6235-9684-423c-8229-5eff8252e603,2025-02-25 02:32:12.668883
ASISTENTE ADMINISTRATIVO DE LA SUB GERENCIA DE GESTION AMBIENTAL Y TERRITORIALIDAD,MUNICIPALIDAD DISTRITAL DE VELILLE,CUSCO - VELILLE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,000.00",20/02/2025,05/03/2025,13b4c315-b009-4a15-8fd2-a7558296a936,2025-02-25 02:32:12.668883
"ASISTENTE DE SUB GERENCIA DE INFRAESTRUCTURA DESARROLLO RURAL, URBANO Y CATASTRO",MUNICIPALIDAD DISTRITAL DE VELILLE,CUSCO - VELILLE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,500.00",20/02/2025,05/03/2025,06e75e03-8dba-4672-95c5-74dd8de20294,2025-02-25 02:32:12.668883
ESPECIALISTA EN PLANEAMIENTO Y PRESUPUESTO,MUNICIPALIDAD DISTRITAL DE VELILLE,CUSCO - VELILLE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,500.00",20/02/2025,05/03/2025,be0247cb-651d-482b-bdc4-12c43dbcfbd7,2025-02-25 02:32:12.668883
JEFE DE SEGURIDAD CIUDADANA,MUNICIPALIDAD DISTRITAL DE VELILLE,CUSCO - VELILLE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,500.00",20/02/2025,05/03/2025,5d40882f-e991-4202-b27e-973c44a82baa,2025-02-25 02:32:12.668883
JEFE DE UNIDAD DE ABASTECIMIENTO,MUNICIPALIDAD DISTRITAL DE VELILLE,CUSCO - VELILLE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 5,000.00",20/02/2025,05/03/2025,010ab1a2-5fc0-49cd-b8a4-9d1a6c862779,2025-02-25 02:32:12.668883
