posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
"""COORDINADOR/A DE OFICINA DESCONCENTRADA DE SERVICIOS (ODS) APURIMAC""",SUPERINTENDENCIA NAC.SERV.DE SANEAMIENTO,APURIMAC - ABANCAY,D.LEG 1057 - INDETERMINADO-027,1,"S/. 11,000.00",03/03/2025,14/03/2025,71e06dec-dd7b-448c-8b39-d529c8d06f9c,2025-03-04 02:34:08.294509
"PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA, OCUPACIONAL O DE LENGUAJE PARA CEBE",UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - VILCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,964.19",03/03/2025,14/03/2025,1f40c66d-6db4-40af-8e81-0455da8a79b2,2025-03-04 02:34:08.294509
"PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA, OCUPACIONAL O DE LENGUAJE PARA CEBE",UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - CHUQUIBAMBILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,964.19",03/03/2025,14/03/2025,e732c555-428c-43a7-bc6d-a29d6aac9175,2025-03-04 02:34:08.294509
RESPONSABLE DE BIENESTAR,UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - PROGRESO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,764.19",03/03/2025,14/03/2025,17e6687a-a106-4966-a3bd-c3ad80bbdffd,2025-03-04 02:34:08.294509
AUXILIAR ADMINISTRATIVO,MUNICIPALIDAD DISTRITAL DE OCOBAMBA,APURIMAC - OCOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 1,600.00",03/03/2025,14/03/2025,be9b2f80-8ef9-442b-8dd3-c7348657a82d,2025-03-04 02:34:08.294509
COORDINADOR (A) DE INNOVACIÓN Y SOPORTE TECNOLÓGICO,UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - OROPESA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,614.19",03/03/2025,14/03/2025,e04c3002-3057-4b53-94d1-684811a97ccb,2025-03-04 02:34:08.294509
PROFESIONAL NO DOCENTE PARA EL SOPORTE Y ASESORAMIENTO A IIEE INCLUSIVAS,UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - VILCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,464.19",03/03/2025,14/03/2025,d4fad504-e8e0-4b0f-96ec-7eed9e114060,2025-03-04 02:34:08.294509
COORDINADOR(A) DE CRFA,UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - PROGRESO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,464.19",03/03/2025,14/03/2025,38aad24e-bd98-4713-9655-1a8aa9a17d4e,2025-03-04 02:34:08.294509
COORDINADOR (A) DE INNOVACIÓN Y SOPORTE TECNOLÓGICO,UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - VILCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,614.19",03/03/2025,14/03/2025,7723a744-2143-4550-be86-06aec2b22f0b,2025-03-04 02:34:08.294509
PSICÓLOGO (A),UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - OROPESA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,764.19",03/03/2025,14/03/2025,45d5c6a0-5fb0-4441-865b-49500b848ac0,2025-03-04 02:34:08.294509
