posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
PERSONAL OBRERO PARA SEGREGACIÓN (SEGREGADOR),MUNICIPALIDAD DISTRITAL DE ANDRES AVELINO CACERES DORREGARAY,AYACUCHO - ANDRES AVELINO CACERES DORREGARAY,728-002,1,"S/. 1,130.00",07/03/2025,20/03/2025,a55e456f-4bfe-4df8-8240-7cfc895a5eab,2025-03-09 02:08:29.117991
INSPECTORES DE TRANSPORTE,MUNICIPALIDAD DISTRITAL DE ANDRES AVELINO CACERES DORREGARAY,AYACUCHO - ANDRES AVELINO CACERES DORREGARAY,728-002,2,"S/. 1,130.00",07/03/2025,20/03/2025,35b108fe-7ea0-4a76-b2f3-1f077fe2a12b,2025-03-09 02:08:29.117991
PERSONAL DE LIMPIEZA PÚBLICA (BARRIDO DE CALLES),MUNICIPALIDAD DISTRITAL DE ANDRES AVELINO CACERES DORREGARAY,AYACUCHO - ANDRES AVELINO CACERES DORREGARAY,728-002,2,"S/. 1,130.00",07/03/2025,20/03/2025,0522e4f2-dd4d-4332-a7d7-f882c8f6c5cc,2025-03-09 02:08:29.117991
AUXILIAR DE CAMPO (SIGLA- DCS 03) COD.  AIRHSP  Nº 000013,DIRECCION REGIONAL AGRARIA AYACUCHO,AYACUCHO - PUQUIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 1,464.19",06/03/2025,19/03/2025,0cdee033-8727-4e13-845e-33f8c2cf30ed,2025-03-09 02:08:29.117991
TECNICO AGROPECUARIO I (SIGLA - DCS 01) COD.  AIRHSP  Nº 000100,DIRECCION REGIONAL AGRARIA AYACUCHO,AYACUCHO - PUQUIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 1,464.19",06/03/2025,19/03/2025,5953e82f-8dfb-4699-812d-d116cde62511,2025-03-09 02:08:29.117991
TECNICO AGROPECUARIO PARA EL REGISTRO DE LA PRODUCCIÓN Y PRODUCTIVIDAD DE REBAÑOS ALPAQUEROS (SIGLA- DCS 02) COD.  AIRHSP  Nº 000035,DIRECCION REGIONAL AGRARIA AYACUCHO,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 1,664.19",06/03/2025,19/03/2025,e013c50b-242a-4e0c-aa91-2f4807c2672e,2025-03-09 02:08:29.117991
GUARDIÁN  (SIGLA – AAHCOS  01) COD.AIRHSP N° 000027,DIRECCION REGIONAL AGRARIA AYACUCHO,AYACUCHO - SANCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,289.19",06/03/2025,19/03/2025,68072f51-0f7c-4d57-895a-eccc62300b89,2025-03-09 02:08:29.117991
ESPECIALISTA EN MONITOREO,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-022,1,"S/. 9,000.00",05/03/2025,18/03/2025,8d0abb09-4240-4581-a105-b666d416df55,2025-03-09 02:08:29.117991
PERSONAL DE SERENAZGO (PATRULLAJE MOTORIZADO),MUNICIPALIDAD DISTRITAL DE LURICOCHA,AYACUCHO - LURICOCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,150.00",05/03/2025,18/03/2025,96bfa2d8-6bbd-4508-95bd-523868b07721,2025-03-09 02:08:29.117991
AUXILIAR ADMINISTRATIVO,MUNICIPALIDAD DISTRITAL DE LURICOCHA,AYACUCHO - LURICOCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,700.00",05/03/2025,18/03/2025,0269b7c7-cd88-4dbf-bf2d-d7067bb273d2,2025-03-09 02:08:29.117991
ENFERMERO (A),UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - ACOCRO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-001,1,"S/. 2,900.00",04/03/2025,17/03/2025,0b8c2e1c-e70b-4668-bc4a-e7ac811417ba,2025-03-09 02:08:29.117991
ESPECIALISTA ADMINISTRATIVO I (RECURSOS HUMANOS),UNIDAD DE GESTION EDUCATIVA LOCAL DE VICTOR FAJARDO,AYACUCHO - HUANCAPI,276-08,1,"S/. 2,500.00",04/03/2025,17/03/2025,08b24aeb-7a35-4ea0-8771-11d685d2a3c4,2025-03-09 02:08:29.117991
ANALISTA DE BIENESTAR SOCIAL,MUNICIPALIDAD PROVINCIAL DE HUANTA,AYACUCHO - HUANTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,700.00",04/03/2025,17/03/2025,9d4cb978-c24a-4d0d-9515-06d570d4b271,2025-03-09 02:08:29.117991
APOYO ADMINISTRATIVO EN EL CAMAL MUNICIPAL DE HUANTA,MUNICIPALIDAD PROVINCIAL DE HUANTA,AYACUCHO - HUANTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,300.00",04/03/2025,17/03/2025,a36716f0-4b92-4632-897e-1d43d3429048,2025-03-09 02:08:29.117991
ENFERMERO (A),UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - PARAS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-001,1,"S/. 2,900.00",04/03/2025,17/03/2025,8cd30e73-e7d1-4cfa-96ff-1796725508e8,2025-03-09 02:08:29.117991
